as_of,country_iso3,market,external_debt,macro,climate,composite
2000-01-31,PAK,,,,88.35,
2000-02-29,PAK,,,,88.35,
2000-03-31,PAK,,,,88.35,
2000-04-30,PAK,,,,88.35,
2000-05-31,PAK,,,,88.35,
2000-06-30,PAK,,,,88.35,
2000-07-31,PAK,,,,88.35,
2000-08-31,PAK,,,,88.35,
2000-09-30,PAK,,,,88.35,
2000-10-31,PAK,,,,88.35,
2000-11-30,PAK,,,,88.35,
2000-12-31,PAK,,,,88.35,
2001-01-31,PAK,,,,87.35,
2001-02-28,PAK,,,,87.35,
2001-03-31,PAK,,,,87.35,
2001-04-30,PAK,,,,87.35,
2001-05-31,PAK,,,,87.35,
2001-06-30,PAK,,,,87.35,
2001-07-31,PAK,,28.95,44.65,87.35,53.65
2001-08-31,PAK,,28.95,44.65,87.35,53.65
2001-09-30,PAK,,28.95,44.65,87.35,53.65
2001-10-31,PAK,,28.95,44.65,87.35,53.65
2001-11-30,PAK,,28.95,44.65,87.35,53.65
2001-12-31,PAK,,28.95,44.65,87.35,53.65
2002-01-31,PAK,,28.95,44.65,86.32,53.31
2002-02-28,PAK,,28.95,44.65,86.32,53.31
2002-03-31,PAK,,28.95,44.65,86.32,53.31
2002-04-30,PAK,,28.95,44.65,86.32,53.31
2002-05-31,PAK,,28.95,44.65,86.32,53.31
2002-06-30,PAK,,28.95,44.65,86.32,53.31
2002-07-31,PAK,,29.63,40.92,86.32,52.29
2002-08-31,PAK,,29.63,40.92,86.32,52.29
2002-09-30,PAK,,29.63,40.92,86.32,52.29
2002-10-31,PAK,,29.63,40.92,86.32,52.29
2002-11-30,PAK,,29.63,40.92,86.32,52.29
2002-12-31,PAK,,29.63,40.92,86.32,52.29
2003-01-31,PAK,,29.63,40.92,85.04,51.86
2003-02-28,PAK,,29.63,40.92,85.04,51.86
2003-03-31,PAK,,29.63,40.92,85.04,51.86
2003-04-30,PAK,6.78,29.63,40.92,85.04,40.59
2003-05-31,PAK,6.78,29.63,40.92,85.04,40.59
2003-06-30,PAK,6.78,29.63,40.92,85.04,40.59
2003-07-31,PAK,6.78,26.78,36.48,85.04,38.77
2003-08-31,PAK,6.78,26.78,36.48,85.04,38.77
2003-09-30,PAK,6.78,26.78,36.48,85.04,38.77
2003-10-31,PAK,6.78,26.78,36.48,85.04,38.77
2003-11-30,PAK,6.78,26.78,36.48,85.04,38.77
2003-12-31,PAK,5.94,26.78,36.48,85.04,38.56
2004-01-31,PAK,4.62,26.78,36.48,85.14,38.25
2004-02-29,PAK,4.83,26.78,36.48,85.14,38.31
2004-03-31,PAK,4.94,26.78,36.48,85.14,38.34
2004-04-30,PAK,5.38,26.78,36.48,85.14,38.44
2004-05-31,PAK,5.55,26.78,36.48,85.14,38.49
2004-06-30,PAK,5.81,26.78,36.48,85.14,38.55
2004-07-31,PAK,6.18,20.89,31.83,85.14,36.01
2004-08-31,PAK,6.48,20.89,31.83,85.14,36.08
2004-09-30,PAK,6.79,20.89,31.83,85.14,36.16
2004-10-31,PAK,8.33,20.89,31.83,85.14,36.55
2004-11-30,PAK,7.15,20.89,31.83,85.14,36.25
2004-12-31,PAK,7.05,20.89,31.83,85.14,36.23
2005-01-31,PAK,7.38,20.89,31.83,84.7,36.2
2005-02-28,PAK,7.26,20.89,31.83,84.7,36.17
2005-03-31,PAK,7.24,20.89,31.83,84.7,36.16
2005-04-30,PAK,7.37,20.89,31.83,84.7,36.2
2005-05-31,PAK,7.28,20.89,31.83,84.7,36.17
2005-06-30,PAK,6.8,20.89,31.83,84.7,36.05
2005-07-31,PAK,6.48,31.22,38.17,84.7,40.14
2005-08-31,PAK,6.19,31.22,38.17,84.7,40.07
2005-09-30,PAK,5.85,31.22,38.17,84.7,39.98
2005-10-31,PAK,4.31,31.22,38.17,84.7,39.6
2005-11-30,PAK,5.48,31.22,38.17,84.7,39.89
2005-12-31,PAK,5.96,31.22,38.17,84.7,40.01
2006-01-31,PAK,5.86,31.22,38.17,81.76,39.25
2006-02-28,PAK,5.83,31.22,38.17,81.76,39.25
2006-03-31,PAK,6.06,31.22,38.17,81.76,39.3
2006-04-30,PAK,5.91,31.22,38.17,81.76,39.26
2006-05-31,PAK,5.84,31.22,38.17,81.76,39.25
2006-06-30,PAK,5.84,31.22,38.17,81.76,39.25
2006-07-31,PAK,5.96,15.59,42.51,81.76,36.45
2006-08-31,PAK,6.03,15.59,42.51,81.76,36.47
2006-09-30,PAK,6.11,15.59,42.51,81.76,36.49
2006-10-31,PAK,5.86,15.59,42.51,81.76,36.43
2006-11-30,PAK,6.14,15.59,42.51,81.76,36.5
2006-12-31,PAK,6.27,15.59,42.51,81.76,36.53
2007-01-31,PAK,6.08,15.59,42.51,81.1,36.32
2007-02-28,PAK,6.09,15.59,42.51,81.1,36.32
2007-03-31,PAK,6.18,15.59,42.51,81.1,36.34
2007-04-30,PAK,5.52,15.59,42.51,81.1,36.18
2007-05-31,PAK,5.58,15.59,42.51,81.1,36.19
2007-06-30,PAK,5.7,15.59,42.51,81.1,36.23
2007-07-31,PAK,5.66,16.46,44.07,81.1,36.82
2007-08-31,PAK,5.88,16.46,44.07,81.1,36.88
2007-09-30,PAK,5.68,16.46,44.07,81.1,36.83
2007-10-31,PAK,5.84,16.46,44.07,81.1,36.87
2007-11-30,PAK,5.76,16.46,44.07,81.1,36.85
2007-12-31,PAK,5.91,16.46,44.07,81.1,36.89
2008-01-31,PAK,7.01,16.46,44.07,80.22,36.94
2008-02-29,PAK,6.88,16.46,44.07,80.22,36.91
2008-03-31,PAK,7.0,16.46,44.07,80.22,36.94
2008-04-30,PAK,8.91,16.46,44.07,80.22,37.42
2008-05-31,PAK,10.33,16.46,44.07,80.22,37.77
2008-06-30,PAK,11.42,16.46,44.07,80.22,38.04
2008-07-31,PAK,14.57,16.4,45.19,80.22,39.09
2008-08-31,PAK,18.02,16.4,45.19,80.22,39.96
2008-09-30,PAK,19.68,16.4,45.19,80.22,40.37
2008-10-31,PAK,22.61,16.4,45.19,80.22,41.1
2008-11-30,PAK,19.54,16.4,45.19,80.22,40.34
2008-12-31,PAK,19.62,16.4,45.19,80.22,40.36
2009-01-31,PAK,18.42,16.4,45.19,79.98,40.0
2009-02-28,PAK,19.04,16.4,45.19,79.98,40.15
2009-03-31,PAK,19.28,16.4,45.19,79.98,40.21
2009-04-30,PAK,17.31,16.4,45.19,79.98,39.72
2009-05-31,PAK,16.07,16.4,45.19,79.98,39.41
2009-06-30,PAK,15.22,16.4,45.19,79.98,39.2
2009-07-31,PAK,13.29,15.59,62.59,79.98,42.86
2009-08-31,PAK,9.91,15.59,62.59,79.98,42.02
2009-09-30,PAK,8.69,15.59,62.59,79.98,41.71
2009-10-31,PAK,6.61,15.59,62.59,79.98,41.19
2009-11-30,PAK,8.58,15.59,62.59,79.98,41.69
2009-12-31,PAK,8.74,15.59,62.59,79.98,41.73
2010-01-31,PAK,8.47,15.59,62.59,81.97,42.15
2010-02-28,PAK,8.86,15.59,62.59,81.97,42.25
2010-03-31,PAK,7.53,15.59,62.59,81.97,41.92
2010-04-30,PAK,7.94,15.59,62.59,81.97,42.02
2010-05-31,PAK,8.35,15.59,62.59,81.97,42.12
2010-06-30,PAK,8.08,15.59,62.59,81.97,42.06
2010-07-31,PAK,7.19,21.68,50.3,81.97,40.28
2010-08-31,PAK,6.34,21.68,50.3,81.97,40.07
2010-09-30,PAK,7.45,21.68,50.3,81.97,40.35
2010-10-31,PAK,7.01,21.68,50.3,81.97,40.24
2010-11-30,PAK,7.06,21.68,50.3,81.97,40.25
2010-12-31,PAK,6.71,21.68,50.3,81.97,40.16
2011-01-31,PAK,6.28,21.68,50.3,80.49,39.69
2011-02-28,PAK,5.91,21.68,50.3,80.49,39.59
2011-03-31,PAK,5.98,21.68,50.3,80.49,39.61
2011-04-30,PAK,55.73,21.68,50.3,80.49,52.05
2011-05-31,PAK,54.75,21.68,50.3,80.49,51.81
2011-06-30,PAK,55.72,21.68,50.3,80.49,52.05
2011-07-31,PAK,6.43,20.75,50.6,80.49,39.57
2011-08-31,PAK,7.08,20.75,50.6,80.49,39.73
2011-09-30,PAK,4.84,20.75,50.6,80.49,39.17
2011-10-31,PAK,6.31,20.75,50.6,80.49,39.54
2011-11-30,PAK,6.43,20.75,50.6,80.49,39.57
2011-12-31,PAK,8.01,20.75,50.6,80.49,39.96
2012-01-31,PAK,7.87,20.75,50.6,80.2,39.85
2012-02-29,PAK,8.78,20.75,50.6,80.2,40.08
2012-03-31,PAK,9.46,20.75,50.6,80.2,40.25
2012-04-30,PAK,8.58,20.75,50.6,80.2,40.03
2012-05-31,PAK,10.32,20.75,50.6,80.2,40.47
2012-06-30,PAK,9.73,20.75,50.6,80.2,40.32
2012-07-31,PAK,9.57,16.11,49.34,80.2,38.81
2012-08-31,PAK,9.89,16.11,49.34,80.2,38.89
2012-09-30,PAK,10.7,16.11,49.34,80.2,39.09
2012-10-31,PAK,10.1,16.11,49.34,80.2,38.94
2012-11-30,PAK,11.11,16.11,49.34,80.2,39.19
2012-12-31,PAK,9.29,16.11,49.34,80.2,38.74
2013-01-31,PAK,9.86,16.11,49.34,80.25,38.89
2013-02-28,PAK,9.03,16.11,49.34,80.25,38.68
2013-03-31,PAK,9.84,16.11,49.34,80.25,38.88
2013-04-30,PAK,9.61,16.11,49.34,80.25,38.83
2013-05-31,PAK,8.41,16.11,49.34,80.25,38.53
2013-06-30,PAK,8.06,16.11,49.34,80.25,38.44
2013-07-31,PAK,9.61,18.08,48.68,80.25,39.15
2013-08-31,PAK,11.17,18.08,48.68,80.25,39.54
2013-09-30,PAK,11.47,18.08,48.68,80.25,39.62
2013-10-31,PAK,11.4,18.08,48.68,80.25,39.6
2013-11-30,PAK,11.1,18.08,48.68,80.25,39.53
2013-12-31,PAK,10.07,18.08,48.68,80.25,39.27
2014-01-31,PAK,10.35,18.08,48.68,76.34,38.36
2014-02-28,PAK,9.6,18.08,48.68,76.34,38.17
2014-03-31,PAK,5.37,18.08,48.68,76.34,37.12
2014-04-30,PAK,6.2,18.08,48.68,76.34,37.32
2014-05-31,PAK,6.38,18.08,48.68,76.34,37.37
2014-06-30,PAK,6.07,18.08,48.68,76.34,37.29
2014-07-31,PAK,4.56,23.78,47.88,76.34,38.14
2014-08-31,PAK,3.93,23.78,47.88,76.34,37.98
2014-09-30,PAK,4.51,23.78,47.88,76.34,38.13
2014-10-31,PAK,4.2,23.78,47.88,76.34,38.05
2014-11-30,PAK,52.18,23.78,47.88,76.34,50.05
2014-12-31,PAK,53.31,23.78,47.88,76.34,50.33
2015-01-31,PAK,53.23,23.78,47.88,76.06,50.24
2015-02-28,PAK,4.21,23.78,47.88,76.06,37.98
2015-03-31,PAK,6.89,23.78,47.88,76.06,38.65
2015-04-30,PAK,7.5,23.78,47.88,76.06,38.8
2015-05-31,PAK,56.9,23.78,47.88,76.06,51.16
2015-06-30,PAK,56.9,23.78,47.88,76.06,51.16
2015-07-31,PAK,56.8,24.98,45.72,76.06,50.89
2015-08-31,PAK,6.33,24.98,45.72,76.06,38.27
2015-09-30,PAK,6.74,24.98,45.72,76.06,38.37
2015-10-31,PAK,6.83,24.98,45.72,76.06,38.4
2015-11-30,PAK,7.37,24.98,45.72,76.06,38.53
2015-12-31,PAK,7.08,24.98,45.72,76.06,38.46
2016-01-31,PAK,6.86,24.98,45.72,76.48,38.51
2016-02-29,PAK,6.46,24.98,45.72,76.48,38.41
2016-03-31,PAK,7.81,24.98,45.72,76.48,38.75
2016-04-30,PAK,7.19,24.98,45.72,76.48,38.59
2016-05-31,PAK,6.93,24.98,45.72,76.48,38.53
2016-06-30,PAK,7.01,24.98,45.72,76.48,38.55
2016-07-31,PAK,6.51,31.13,39.92,76.48,38.51
2016-08-31,PAK,6.11,31.13,39.92,76.48,38.41
2016-09-30,PAK,5.13,31.13,39.92,76.48,38.17
2016-10-31,PAK,4.87,31.13,39.92,76.48,38.1
2016-11-30,PAK,5.25,31.13,39.92,76.48,38.19
2016-12-31,PAK,5.25,31.13,39.92,76.48,38.19
2017-01-31,PAK,5.76,31.13,39.92,74.63,37.86
2017-02-28,PAK,6.03,31.13,39.92,74.63,37.93
2017-03-31,PAK,5.83,31.13,39.92,74.63,37.88
2017-04-30,PAK,5.2,31.13,39.92,74.63,37.72
2017-05-31,PAK,5.25,31.13,39.92,74.63,37.73
2017-06-30,PAK,5.03,31.13,39.92,74.63,37.68
2017-07-31,PAK,6.08,37.49,38.49,74.63,39.17
2017-08-31,PAK,6.29,37.49,38.49,74.63,39.23
2017-09-30,PAK,6.71,37.49,38.49,74.63,39.33
2017-10-31,PAK,5.95,37.49,38.49,74.63,39.14
2017-11-30,PAK,6.25,37.49,38.49,74.63,39.22
2017-12-31,PAK,8.76,37.49,38.49,74.63,39.85
2018-01-31,PAK,9.03,37.49,38.49,75.31,40.08
2018-02-28,PAK,8.66,37.49,38.49,75.31,39.99
2018-03-31,PAK,10.56,37.49,38.49,75.31,40.47
2018-04-30,PAK,11.19,37.49,38.49,75.31,40.62
2018-05-31,PAK,11.36,37.49,38.49,75.31,40.66
2018-06-30,PAK,14.43,37.49,38.49,75.31,41.43
2018-07-31,PAK,17.36,48.51,44.44,75.31,46.41
2018-08-31,PAK,14.52,48.51,44.44,75.31,45.7
2018-09-30,PAK,14.35,48.51,44.44,75.31,45.65
2018-10-31,PAK,19.46,48.51,44.44,75.31,46.93
2018-11-30,PAK,19.42,48.51,44.44,75.31,46.92
2018-12-31,PAK,18.44,48.51,44.44,75.31,46.68
2019-01-31,PAK,18.07,48.51,44.44,75.58,46.65
2019-02-28,PAK,18.04,48.51,44.44,75.58,46.64
2019-03-31,PAK,16.26,48.51,44.44,75.58,46.2
2019-04-30,PAK,15.95,48.51,44.44,75.58,46.12
2019-05-31,PAK,19.94,48.51,44.44,75.58,47.12
2019-06-30,PAK,22.42,48.51,44.44,75.58,47.74
2019-07-31,PAK,18.15,51.31,45.16,75.58,47.55
2019-08-31,PAK,19.47,51.31,45.16,75.58,47.88
2019-09-30,PAK,18.9,51.31,45.16,75.58,47.74
2019-10-31,PAK,13.79,51.31,45.16,75.58,46.46
2019-11-30,PAK,12.94,51.31,45.16,75.58,46.25
2019-12-31,PAK,11.42,51.31,45.16,75.58,45.87
2020-01-31,PAK,10.95,51.31,45.16,75.55,45.74
2020-02-29,PAK,10.89,51.31,45.16,75.55,45.73
2020-03-31,PAK,12.99,51.31,45.16,75.55,46.25
2020-04-30,PAK,12.93,51.31,45.16,75.55,46.24
2020-05-31,PAK,9.28,51.31,45.16,75.55,45.33
2020-06-30,PAK,6.81,51.31,45.16,75.55,44.71
2020-07-31,PAK,7.0,75.88,50.83,75.55,52.31
2020-08-31,PAK,8.26,75.88,50.83,75.55,52.63
2020-09-30,PAK,8.32,75.88,50.83,75.55,52.64
2020-10-31,PAK,6.65,75.88,50.83,75.55,52.22
2020-11-30,PAK,6.76,75.88,50.83,75.55,52.25
2020-12-31,PAK,7.37,75.88,50.83,75.55,52.41
2021-01-31,PAK,7.42,75.88,50.83,71.2,51.33
2021-02-28,PAK,6.45,75.88,50.83,71.2,51.09
2021-03-31,PAK,3.03,75.88,50.83,71.2,50.23
2021-04-30,PAK,3.42,75.88,50.83,71.2,50.33
2021-05-31,PAK,3.8,75.88,50.83,71.2,50.43
2021-06-30,PAK,2.77,75.88,50.83,71.2,50.17
2021-07-31,PAK,4.02,78.23,52.39,71.2,51.46
2021-08-31,PAK,5.25,78.23,52.39,71.2,51.77
2021-09-30,PAK,6.55,78.23,52.39,71.2,52.09
2021-10-31,PAK,9.29,78.23,52.39,71.2,52.78
2021-11-30,PAK,11.13,78.23,52.39,71.2,53.23
2021-12-31,PAK,11.05,78.23,52.39,71.2,53.21
2022-01-31,PAK,10.66,78.23,52.39,71.91,53.29
2022-02-28,PAK,11.61,78.23,52.39,71.91,53.53
2022-03-31,PAK,14.45,78.23,52.39,71.91,54.24
2022-04-30,PAK,15.53,78.23,52.39,71.91,54.51
2022-05-31,PAK,19.66,78.23,52.39,71.91,55.54
2022-06-30,PAK,20.05,78.23,52.39,71.91,55.64
2022-07-31,PAK,29.68,72.74,45.28,71.91,54.9
2022-08-31,PAK,23.28,72.74,45.28,71.91,53.3
2022-09-30,PAK,24.56,72.74,45.28,71.91,53.62
2022-10-31,PAK,20.05,72.74,45.28,71.91,52.49
2022-11-30,PAK,19.22,72.74,45.28,71.91,52.28
2022-12-31,PAK,18.8,72.74,45.28,71.91,52.18
2023-01-31,PAK,25.91,72.74,45.28,73.27,54.3
2023-02-28,PAK,28.32,72.74,45.28,73.27,54.9
2023-03-31,PAK,33.26,72.74,45.28,73.27,56.14
2023-04-30,PAK,31.72,72.74,45.28,73.27,55.75
2023-05-31,PAK,26.54,72.74,45.28,73.27,54.46
2023-06-30,PAK,25.37,72.74,45.28,73.27,54.16
2023-07-31,PAK,39.53,80.31,57.87,73.27,62.75
2023-08-31,PAK,47.29,80.31,57.87,73.27,64.69
2023-09-30,PAK,40.5,80.31,57.87,73.27,62.99
2023-10-31,PAK,52.75,80.31,57.87,73.27,66.05
2023-11-30,PAK,43.02,80.31,57.87,73.27,63.62
2023-12-31,PAK,38.79,80.31,57.87,73.27,62.56
2024-01-31,PAK,25.56,80.31,57.87,73.56,59.33
2024-02-29,PAK,21.52,80.31,57.87,73.56,58.31
2024-03-31,PAK,13.81,80.31,57.87,73.56,56.39
2024-04-30,PAK,14.49,80.31,57.87,73.56,56.56
2024-05-31,PAK,14.02,80.31,57.87,73.56,56.44
2024-06-30,PAK,21.37,80.31,57.87,73.56,58.28
2024-07-31,PAK,24.08,78.89,69.52,73.56,61.51
2024-08-31,PAK,25.08,78.89,69.52,73.56,61.76
2024-09-30,PAK,25.19,78.89,69.52,73.56,61.79
2024-10-31,PAK,14.72,78.89,69.52,73.56,59.17
2024-11-30,PAK,18.05,78.89,69.52,73.56,60.01
2024-12-31,PAK,19.09,78.89,69.52,73.56,60.26
2025-01-31,PAK,22.5,78.89,69.52,72.4,60.83
2025-02-28,PAK,19.95,78.89,69.52,72.4,60.19
2025-03-31,PAK,24.74,78.89,69.52,72.4,61.39
2025-04-30,PAK,39.89,78.89,69.52,72.4,65.17
2025-05-31,PAK,30.23,78.89,69.52,72.4,62.76
2025-06-30,PAK,22.35,78.89,69.52,72.4,60.79
2025-07-31,PAK,5.13,70.89,50.76,72.4,49.79
2025-08-31,PAK,11.3,70.89,50.76,72.4,51.34
2025-09-30,PAK,10.67,70.89,50.76,72.4,51.18
2025-10-31,PAK,17.49,70.89,50.76,72.4,52.89
2025-11-30,PAK,22.48,70.89,50.76,72.4,54.13
2025-12-31,PAK,23.13,70.89,50.76,72.4,54.29
2026-01-31,PAK,17.84,70.89,50.76,71.93,52.86
2026-02-28,PAK,18.99,70.89,50.76,71.93,53.14
2026-03-31,PAK,30.82,70.89,50.76,71.93,56.1
2026-04-30,PAK,17.45,70.89,50.76,71.93,52.76
2026-05-31,PAK,13.07,70.89,50.76,71.93,51.66
2026-06-30,PAK,8.88,70.89,50.76,71.93,50.62
2000-01-31,LKA,,,,45.48,
2000-02-29,LKA,,,,45.48,
2000-03-31,LKA,,,,45.48,
2000-04-30,LKA,,,,45.48,
2000-05-31,LKA,,,,45.48,
2000-06-30,LKA,,,,45.48,
2000-07-31,LKA,,,,45.48,
2000-08-31,LKA,,,,45.48,
2000-09-30,LKA,,,,45.48,
2000-10-31,LKA,,,,45.48,
2000-11-30,LKA,,,,45.48,
2000-12-31,LKA,,,,45.48,
2001-01-31,LKA,,,,44.5,
2001-02-28,LKA,,,,44.5,
2001-03-31,LKA,,,,44.5,
2001-04-30,LKA,,,,44.5,
2001-05-31,LKA,,,,44.5,
2001-06-30,LKA,,,,44.5,
2001-07-31,LKA,,14.62,47.09,44.5,35.41
2001-08-31,LKA,,14.62,47.09,44.5,35.41
2001-09-30,LKA,,14.62,47.09,44.5,35.41
2001-10-31,LKA,,14.62,47.09,44.5,35.41
2001-11-30,LKA,,14.62,47.09,44.5,35.41
2001-12-31,LKA,,14.62,47.09,44.5,35.41
2002-01-31,LKA,,14.62,47.09,43.96,35.23
2002-02-28,LKA,,14.62,47.09,43.96,35.23
2002-03-31,LKA,,14.62,47.09,43.96,35.23
2002-04-30,LKA,,14.62,47.09,43.96,35.23
2002-05-31,LKA,,14.62,47.09,43.96,35.23
2002-06-30,LKA,,14.62,47.09,43.96,35.23
2002-07-31,LKA,,13.24,59.02,43.96,38.74
2002-08-31,LKA,,13.24,59.02,43.96,38.74
2002-09-30,LKA,,13.24,59.02,43.96,38.74
2002-10-31,LKA,,13.24,59.02,43.96,38.74
2002-11-30,LKA,,13.24,59.02,43.96,38.74
2002-12-31,LKA,,13.24,59.02,43.96,38.74
2003-01-31,LKA,,13.24,59.02,44.33,38.86
2003-02-28,LKA,,13.24,59.02,44.33,38.86
2003-03-31,LKA,,13.24,59.02,44.33,38.86
2003-04-30,LKA,,13.24,59.02,44.33,38.86
2003-05-31,LKA,,13.24,59.02,44.33,38.86
2003-06-30,LKA,,13.24,59.02,44.33,38.86
2003-07-31,LKA,,13.77,48.18,44.33,35.43
2003-08-31,LKA,,13.77,48.18,44.33,35.43
2003-09-30,LKA,,13.77,48.18,44.33,35.43
2003-10-31,LKA,,13.77,48.18,44.33,35.43
2003-11-30,LKA,,13.77,48.18,44.33,35.43
2003-12-31,LKA,,13.77,48.18,44.33,35.43
2004-01-31,LKA,0.25,13.77,48.18,41.04,25.81
2004-02-29,LKA,0.26,13.77,48.18,41.04,25.81
2004-03-31,LKA,0.27,13.77,48.18,41.04,25.82
2004-04-30,LKA,0.24,13.77,48.18,41.04,25.81
2004-05-31,LKA,0.2,13.77,48.18,41.04,25.8
2004-06-30,LKA,0.2,13.77,48.18,41.04,25.8
2004-07-31,LKA,0.2,12.05,41.86,41.04,23.79
2004-08-31,LKA,0.22,12.05,41.86,41.04,23.79
2004-09-30,LKA,0.16,12.05,41.86,41.04,23.78
2004-10-31,LKA,0.13,12.05,41.86,41.04,23.77
2004-11-30,LKA,0.11,12.05,41.86,41.04,23.76
2004-12-31,LKA,9.41,12.05,41.86,41.04,26.09
2005-01-31,LKA,6.63,12.05,41.86,42.49,25.76
2005-02-28,LKA,5.95,12.05,41.86,42.49,25.59
2005-03-31,LKA,6.48,12.05,41.86,42.49,25.72
2005-04-30,LKA,6.21,12.05,41.86,42.49,25.65
2005-05-31,LKA,5.78,12.05,41.86,42.49,25.54
2005-06-30,LKA,4.3,12.05,41.86,42.49,25.17
2005-07-31,LKA,4.08,12.25,45.67,42.49,26.12
2005-08-31,LKA,4.64,12.25,45.67,42.49,26.26
2005-09-30,LKA,4.34,12.25,45.67,42.49,26.19
2005-10-31,LKA,4.35,12.25,45.67,42.49,26.19
2005-11-30,LKA,4.06,12.25,45.67,42.49,26.12
2005-12-31,LKA,4.26,12.25,45.67,42.49,26.17
2006-01-31,LKA,6.71,12.25,45.67,42.0,26.66
2006-02-28,LKA,6.93,12.25,45.67,42.0,26.71
2006-03-31,LKA,7.0,12.25,45.67,42.0,26.73
2006-04-30,LKA,6.83,12.25,45.67,42.0,26.69
2006-05-31,LKA,7.44,12.25,45.67,42.0,26.84
2006-06-30,LKA,5.66,12.25,45.67,42.0,26.39
2006-07-31,LKA,5.74,7.02,47.15,42.0,25.48
2006-08-31,LKA,6.98,7.02,47.15,42.0,25.79
2006-09-30,LKA,7.56,7.02,47.15,42.0,25.93
2006-10-31,LKA,8.71,7.02,47.15,42.0,26.22
2006-11-30,LKA,7.11,7.02,47.15,42.0,25.82
2006-12-31,LKA,6.49,7.02,47.15,42.0,25.66
2007-01-31,LKA,6.94,7.02,47.15,43.05,26.04
2007-02-28,LKA,6.81,7.02,47.15,43.05,26.01
2007-03-31,LKA,6.79,7.02,47.15,43.05,26.0
2007-04-30,LKA,7.44,7.02,47.15,43.05,26.16
2007-05-31,LKA,8.58,7.02,47.15,43.05,26.45
2007-06-30,LKA,10.77,7.02,47.15,43.05,27.0
2007-07-31,LKA,10.58,13.04,45.98,43.05,28.16
2007-08-31,LKA,9.51,13.04,45.98,43.05,27.9
2007-09-30,LKA,8.86,13.04,45.98,43.05,27.73
2007-10-31,LKA,6.3,13.04,45.98,43.05,27.09
2007-11-30,LKA,7.62,13.04,45.98,43.05,27.42
2007-12-31,LKA,8.16,13.04,45.98,43.05,27.56
2008-01-31,LKA,7.29,13.04,45.98,44.09,27.6
2008-02-29,LKA,6.12,13.04,45.98,44.09,27.31
2008-03-31,LKA,6.91,13.04,45.98,44.09,27.51
2008-04-30,LKA,5.89,13.04,45.98,44.09,27.25
2008-05-31,LKA,5.46,13.04,45.98,44.09,27.14
2008-06-30,LKA,4.37,13.04,45.98,44.09,26.87
2008-07-31,LKA,4.2,14.18,50.55,44.09,28.26
2008-08-31,LKA,3.86,14.18,50.55,44.09,28.17
2008-09-30,LKA,3.54,14.18,50.55,44.09,28.09
2008-10-31,LKA,6.02,14.18,50.55,44.09,28.71
2008-11-30,LKA,6.11,14.18,50.55,44.09,28.73
2008-12-31,LKA,7.36,14.18,50.55,44.09,29.04
2009-01-31,LKA,7.6,14.18,50.55,44.7,29.26
2009-02-28,LKA,9.97,14.18,50.55,44.7,29.85
2009-03-31,LKA,9.7,14.18,50.55,44.7,29.78
2009-04-30,LKA,12.01,14.18,50.55,44.7,30.36
2009-05-31,LKA,8.68,14.18,50.55,44.7,29.53
2009-06-30,LKA,9.79,14.18,50.55,44.7,29.81
2009-07-31,LKA,9.71,17.82,60.89,44.7,33.28
2009-08-31,LKA,8.41,17.82,60.89,44.7,32.96
2009-09-30,LKA,8.7,17.82,60.89,44.7,33.03
2009-10-31,LKA,7.41,17.82,60.89,44.7,32.71
2009-11-30,LKA,8.33,17.82,60.89,44.7,32.94
2009-12-31,LKA,6.75,17.82,60.89,44.7,32.54
2010-01-31,LKA,6.94,17.82,60.89,44.61,32.57
2010-02-28,LKA,5.77,17.82,60.89,44.61,32.27
2010-03-31,LKA,5.04,17.82,60.89,44.61,32.09
2010-04-30,LKA,3.03,17.82,60.89,44.61,31.59
2010-05-31,LKA,5.27,17.82,60.89,44.61,32.15
2010-06-30,LKA,5.08,17.82,60.89,44.61,32.1
2010-07-31,LKA,4.68,23.61,40.13,44.61,28.26
2010-08-31,LKA,4.24,23.61,40.13,44.61,28.15
2010-09-30,LKA,5.63,23.61,40.13,44.61,28.5
2010-10-31,LKA,5.32,23.61,40.13,44.61,28.42
2010-11-30,LKA,4.56,23.61,40.13,44.61,28.23
2010-12-31,LKA,4.42,23.61,40.13,44.61,28.19
2011-01-31,LKA,4.42,23.61,40.13,44.68,28.21
2011-02-28,LKA,4.34,23.61,40.13,44.68,28.19
2011-03-31,LKA,4.38,23.61,40.13,44.68,28.2
2011-04-30,LKA,4.09,23.61,40.13,44.68,28.13
2011-05-31,LKA,2.85,23.61,40.13,44.68,27.82
2011-06-30,LKA,4.19,23.61,40.13,44.68,28.15
2011-07-31,LKA,4.35,26.77,37.41,44.68,28.3
2011-08-31,LKA,6.12,26.77,37.41,44.68,28.75
2011-09-30,LKA,5.21,26.77,37.41,44.68,28.52
2011-10-31,LKA,5.19,26.77,37.41,44.68,28.51
2011-11-30,LKA,7.0,26.77,37.41,44.68,28.97
2011-12-31,LKA,7.17,26.77,37.41,44.68,29.01
2012-01-31,LKA,6.94,26.77,37.41,47.32,29.61
2012-02-29,LKA,10.23,26.77,37.41,47.32,30.43
2012-03-31,LKA,13.35,26.77,37.41,47.32,31.21
2012-04-30,LKA,14.91,26.77,37.41,47.32,31.6
2012-05-31,LKA,16.98,26.77,37.41,47.32,32.12
2012-06-30,LKA,16.59,26.77,37.41,47.32,32.02
2012-07-31,LKA,15.86,23.58,41.98,47.32,32.19
